A,B_star,C
23,56.0,1
35,,3
12,56.0,1
12,,2
46,,4
35,,1
12,350.0,2
35,13.0,1
12,56.0,4
12,,4
24,103.0,1
46,56.0,2
1,,1
35,13.0,1
46,200.0,3
46,13.0,4
1,56.0,4
12,200.0,2
12,350.0,1
24,,1
35,13.0,4
46,13.0,4
35,56.0,4
1,13.0,4
35,200.0,3
1,,4
1,,4
12,56.0,2
1,103.0,1
23,56.0,3
12,13.0,3
35,13.0,3
12,56.0,2
12,350.0,4
35,103.0,3
1,,4
35,,3
23,56.0,1
35,,4
23,,2
23,,2
23,200.0,2
12,13.0,4
35,,1
23,350.0,1
23,56.0,1
46,200.0,4
46,,4
1,13.0,3
23,13.0,3
46,,4
24,56.0,1
1,350.0,2
12,56.0,1
12,103.0,3
35,56.0,4
46,103.0,3
35,56.0,1
23,56.0,1
12,13.0,3
12,13.0,3
12,,2
1,13.0,2
46,350.0,4
46,350.0,4
35,56.0,3
12,56.0,1
24,,3
23,103.0,4
1,56.0,4
46,,4
23,,2
1,56.0,3
46,350.0,2
35,,4
46,200.0,4
12,56.0,1
35,103.0,3
23,13.0,2
46,56.0,3
24,200.0,1
46,350.0,4
23,13.0,1
35,103.0,3
1,13.0,4
12,56.0,1
46,,1
12,350.0,4
1,13.0,3
1,56.0,4
12,13.0,3
12,200.0,3
12,13.0,3
12,350.0,1
46,13.0,4
1,56.0,4
24,,4
24,103.0,1
23,,1
35,13.0,4
12,350.0,2
12,,3
23,56.0,1
24,56.0,2
1,,1
1,103.0,4
35,13.0,3
1,,1
12,,4
1,13.0,4
46,13.0,4
12,,1
12,,2
1,,4
12,,1
24,,1
1,13.0,4
12,,1
1,350.0,4
12,200.0,3
23,13.0,1
12,,3
24,13.0,1
12,350.0,1
24,,3
12,350.0,1
46,13.0,4
12,56.0,2
23,200.0,2
23,56.0,1
24,13.0,3
23,56.0,1
46,200.0,4
35,13.0,3
1,200.0,1
12,,3
1,103.0,1
1,103.0,4
24,,2
1,103.0,1
24,,1
35,13.0,3
1,13.0,4
12,,3
1,56.0,4
46,13.0,3
46,350.0,4
1,,1
23,13.0,4
35,,3
12,200.0,2
35,103.0,3
35,13.0,1
35,103.0,2
46,56.0,2
35,,3
35,,3
35,103.0,1
46,103.0,4
35,,3
1,,1
46,,3
46,,4
23,13.0,1
35,350.0,3
24,,1
46,56.0,3
23,13.0,4
23,13.0,1
35,13.0,1
35,,3
23,,4
1,,4
46,56.0,4
1,,1
46,200.0,4
1,350.0,2
46,103.0,3
46,,2
35,56.0,1
46,103.0,4
24,13.0,3
23,350.0,1
35,,3
12,13.0,4
23,350.0,1
46,350.0,4
12,56.0,1
35,,3
1,,3
35,13.0,3
12,13.0,1
1,350.0,2
24,103.0,1
12,103.0,1
1,13.0,4
12,56.0,2
46,56.0,4
23,,2
24,,2
1,13.0,1
35,13.0,3
1,13.0,3
35,,1
12,,1
24,56.0,1
12,,2
12,,3
12,13.0,3
23,13.0,2
46,,4
24,103.0,1
24,,2
12,13.0,3
12,,4
12,,3
1,56.0,4
1,13.0,4
35,13.0,1
46,350.0,2
35,13.0,3
35,350.0,2
23,103.0,2
12,,4
1,103.0,1
23,56.0,1
12,350.0,1
46,56.0,4
12,350.0,2
35,56.0,1
35,,3
23,,1
35,13.0,3
12,13.0,3
46,,4
12,103.0,3
1,,1
12,350.0,1
46,350.0,2
35,200.0,1
46,200.0,4
1,200.0,4
35,,3
23,13.0,1
24,13.0,1
35,13.0,4
12,,4
35,13.0,3
23,13.0,1
35,56.0,1
1,56.0,4
1,,1
35,,1
12,103.0,1
12,103.0,1
46,350.0,4
46,56.0,4
35,56.0,3
12,56.0,2
46,56.0,3
12,13.0,4
46,56.0,1
23,13.0,1
35,56.0,3
23,103.0,1
35,350.0,4
1,56.0,4
1,13.0,3
12,13.0,2
35,56.0,4
12,13.0,2
12,,1
46,,1
1,13.0,4
23,350.0,1
12,56.0,1
24,103.0,2
46,103.0,1
46,103.0,3
12,13.0,2
12,13.0,4
12,13.0,2
35,56.0,3
35,56.0,3
24,13.0,3
1,350.0,2
12,,3
1,56.0,1
12,,2
12,,3
12,350.0,1
12,56.0,3
23,,4
1,,4
35,103.0,1
35,56.0,3
1,56.0,4
46,103.0,3
12,,2
12,13.0,4
23,13.0,1
1,350.0,4
1,,3
1,13.0,4
35,56.0,2
35,13.0,4
35,56.0,4
23,350.0,2
12,350.0,3
35,,3
24,103.0,2
46,,4
35,13.0,3
1,13.0,1
23,13.0,4
35,,3
24,,1
1,103.0,1
23,103.0,2
1,,4
46,13.0,4
35,350.0,1
24,13.0,2
46,103.0,4
35,13.0,3
46,,3
1,103.0,3
1,13.0,4
35,13.0,3
12,13.0,1
35,350.0,3
23,56.0,2
12,200.0,3
35,103.0,1
23,,1
24,350.0,2
12,,1
46,13.0,4
46,56.0,4
12,350.0,2
12,350.0,1
12,56.0,1
12,,3
24,103.0,4
46,,3
35,56.0,4
23,,1
24,13.0,3
23,,1
1,,3
46,,2
12,13.0,1
24,,2
23,13.0,1
24,13.0,1
23,200.0,3
12,13.0,1
1,13.0,4
24,56.0,1
1,103.0,1
24,350.0,2
1,,4
46,,4
24,350.0,2
46,13.0,4
1,,4
23,350.0,1
24,13.0,1
1,13.0,4
1,56.0,4
24,,3
1,,4
1,350.0,4
1,,4
46,13.0,4
35,,4
1,13.0,4
23,,1
1,103.0,4
24,56.0,1
24,350.0,3
35,13.0,3
1,350.0,4
35,56.0,2
12,13.0,4
12,13.0,4
35,,1
24,56.0,1
23,13.0,4
46,13.0,4
35,350.0,2
1,56.0,4
46,,1
24,103.0,1
12,13.0,3
35,,1
24,350.0,1
35,56.0,1
35,350.0,4
12,103.0,3
24,103.0,4
24,,2
24,350.0,1
23,350.0,2
46,56.0,4
12,,1
35,350.0,3
12,13.0,1
1,,4
12,103.0,1
1,56.0,1
46,13.0,4
35,350.0,4
12,350.0,1
46,13.0,4
1,200.0,1
12,200.0,3
46,13.0,4
35,13.0,3
24,103.0,1
23,200.0,3
35,13.0,1
1,13.0,4
46,56.0,3
1,103.0,4
46,,4
23,56.0,1
35,56.0,4
24,350.0,1
35,200.0,2
23,56.0,4
46,350.0,4
12,350.0,2
1,,4
46,56.0,3
46,13.0,4
23,13.0,1
46,,4
24,13.0,4
12,13.0,3
23,56.0,1
12,,3
1,,3
12,,4
35,200.0,3
1,,4
35,13.0,3
1,103.0,4
12,,3
1,,4
12,13.0,3
35,350.0,3
35,,3
12,,4
12,103.0,2
23,350.0,2
23,350.0,1
1,,3
46,56.0,4
46,,4
12,350.0,1
46,,4
35,13.0,3
46,350.0,2
1,13.0,3
12,13.0,3
12,,2
23,,1
23,200.0,1
46,103.0,4
46,103.0,4
12,350.0,3
23,,3
35,200.0,4
23,,1
46,,4
23,103.0,1
23,,1
35,103.0,4
1,350.0,2
46,13.0,4
46,13.0,3
1,103.0,3
1,350.0,3
46,13.0,3
23,,1
24,13.0,4
46,103.0,1
23,,2
12,350.0,3
23,103.0,1
46,13.0,4
46,,2
1,13.0,3
35,103.0,3
24,56.0,1
12,56.0,3
23,200.0,1
12,350.0,1
46,,4
12,,3
46,13.0,4
1,103.0,3
35,,1
35,56.0,3
24,,4
23,13.0,1
12,,4
12,56.0,3
24,350.0,1
35,,1
46,,1
1,350.0,4
23,350.0,1
46,13.0,3
1,,3
46,56.0,3
35,56.0,1
24,13.0,1
12,,3
1,,1
24,,1
35,103.0,3
24,13.0,3
46,200.0,4
23,,2
23,13.0,4
35,56.0,3
46,,2
35,,3
12,103.0,3
46,200.0,4
12,13.0,4
35,,3
46,13.0,4
35,56.0,3
46,56.0,3
1,56.0,4
24,200.0,2
1,103.0,1
46,56.0,2
12,13.0,3
23,,1
46,103.0,4
35,,3
1,103.0,3
12,350.0,1
35,,4
46,,3
1,56.0,4
1,350.0,4
1,200.0,3
46,13.0,4
1,350.0,4
35,,3
46,,4
35,,3
46,13.0,3
46,,4
35,,3
1,13.0,3
46,,1
1,350.0,4
35,13.0,4
24,13.0,1
24,,1
12,13.0,1
46,,3
24,,1
35,,3
24,,2
46,13.0,4
46,,4
12,56.0,3
23,56.0,1
23,350.0,2
24,350.0,1
46,13.0,3
46,13.0,4
1,13.0,4
35,200.0,4
24,,1
35,103.0,1
46,350.0,2
35,56.0,3
1,13.0,3
23,13.0,1
1,,4
12,56.0,3
1,200.0,1
23,56.0,2
1,56.0,3
35,56.0,1
1,103.0,3
12,,3
1,200.0,3
35,,4
12,13.0,1
24,,1
1,13.0,4
1,13.0,4
35,350.0,1
12,200.0,3
1,350.0,2
46,,4
12,56.0,3
1,56.0,1
23,13.0,1
1,350.0,1
46,13.0,3
35,13.0,3
24,200.0,2
35,200.0,2
46,,2
46,56.0,2
46,,3
23,56.0,1
46,13.0,4
1,13.0,1
24,13.0,1
12,,3
24,103.0,1
12,,1
35,13.0,4
35,103.0,4
35,200.0,2
35,,3
1,13.0,3
1,350.0,4
46,56.0,3
12,350.0,4
1,350.0,1
46,350.0,4
35,200.0,2
46,,4
23,,1
24,,4
23,350.0,2
1,103.0,1
12,,2
1,200.0,3
46,56.0,3
46,350.0,2
23,13.0,2
35,,4
12,200.0,3
23,13.0,1
12,,4
24,,1
1,13.0,4
23,350.0,2
1,350.0,4
35,350.0,4
1,13.0,4
12,350.0,4
46,,3
1,,4
35,,3
12,,2
46,56.0,4
46,350.0,4
12,,1
35,13.0,3
12,200.0,2
35,350.0,4
12,13.0,1
23,103.0,2
1,,4
1,13.0,1
46,13.0,4
23,13.0,4
35,103.0,1
46,56.0,3
1,200.0,2
46,56.0,4
1,13.0,1
46,13.0,4
1,13.0,4
46,13.0,2
1,200.0,4
46,200.0,4
46,56.0,4
23,350.0,1
12,103.0,1
12,56.0,3
23,200.0,1
1,200.0,1
46,13.0,4
35,13.0,3
35,56.0,4
23,56.0,2
1,,4
12,13.0,1
46,,4
35,,3
24,13.0,3
24,13.0,1
35,13.0,1
46,200.0,4
12,13.0,3
1,56.0,3
35,56.0,3
23,13.0,1
1,103.0,1
12,13.0,3
12,,1
23,103.0,1
35,56.0,4
24,56.0,4
12,,2
35,,3
12,350.0,1
46,13.0,4
12,350.0,4
1,13.0,4
35,103.0,1
46,13.0,3
46,56.0,4
46,56.0,4
46,200.0,4
46,13.0,1
46,,4
1,,4
12,,2
35,13.0,3
23,,1
46,13.0,4
12,13.0,3
35,200.0,3
23,,2
46,56.0,4
24,350.0,3
46,13.0,3
23,13.0,1
12,56.0,3
35,,4
12,13.0,4
46,13.0,4
1,200.0,1
1,200.0,4
35,56.0,3
24,103.0,1
12,,3
12,13.0,4
24,13.0,1
24,,2
12,13.0,4
35,,3
35,,4
1,103.0,1
1,103.0,4
1,350.0,4
12,,3
24,56.0,1
23,13.0,4
35,,2
12,350.0,2
1,13.0,3
35,200.0,1
23,,4
1,350.0,2
35,,3
35,13.0,4
1,,3
1,,4
24,350.0,1
46,56.0,3
35,13.0,3
23,,2
1,13.0,3
24,,1
46,13.0,3
46,13.0,1
23,,1
35,350.0,4
46,,4
12,103.0,1
46,,1
46,13.0,4
23,13.0,2
35,350.0,2
46,56.0,4
12,,3
1,,3
35,,3
35,,1
46,,4
35,13.0,3
23,103.0,2
1,350.0,1
46,103.0,1
35,200.0,3
1,103.0,1
12,350.0,3
1,350.0,1
1,13.0,4
1,,4
35,,4
46,13.0,4
12,,2
1,,3
1,,2
12,350.0,2
12,56.0,4
12,13.0,4
24,13.0,1
23,350.0,2
23,,1
23,103.0,1
1,13.0,4
12,,1
23,350.0,1
23,,2
12,350.0,2
46,13.0,3
46,,4
12,200.0,4
12,56.0,2
46,56.0,3
35,13.0,4
35,13.0,3
46,,3
35,56.0,1
1,,3
35,103.0,3
35,,3
1,,4
35,,3
12,,1
46,13.0,3
24,13.0,1
46,13.0,4
12,,4
35,13.0,4
35,,1
1,13.0,1
23,103.0,1
35,,2
46,,4
24,350.0,2
24,350.0,1
35,13.0,3
23,350.0,2
24,13.0,1
35,13.0,4
46,,3
1,,4
46,103.0,2
35,,4
46,,4
24,13.0,3
1,,4
46,56.0,4
24,13.0,1
35,,3
1,103.0,1
35,,4
1,,3
35,,3
35,56.0,3
24,350.0,1
23,103.0,1
46,56.0,4
1,350.0,4
1,13.0,1
12,350.0,2
46,,4
12,13.0,3
35,200.0,3
23,350.0,4
1,103.0,1
12,,1
23,350.0,2
35,,4
1,13.0,4
35,,3
35,350.0,4
24,350.0,2
1,13.0,3
12,103.0,4
35,13.0,1
24,56.0,1
24,13.0,1
1,13.0,4
46,350.0,4
1,13.0,4
35,13.0,4
12,13.0,3
12,13.0,4
12,56.0,2
46,13.0,3
12,,3
12,13.0,4
46,56.0,4
1,,1
35,350.0,1
12,,3
24,103.0,1
23,350.0,2
35,13.0,3
46,56.0,4
12,103.0,1
23,103.0,1
12,13.0,3
24,200.0,2
46,13.0,3
24,200.0,2
46,13.0,3
23,13.0,1
35,350.0,4
1,,1
12,13.0,3
12,350.0,2
1,13.0,4
35,13.0,4
35,13.0,1
24,,1
35,,3
46,56.0,4
23,13.0,2
1,,1
12,,1
12,13.0,3
12,13.0,1
46,103.0,4
46,13.0,4
12,,1
46,13.0,4
35,13.0,3
12,200.0,3
46,200.0,1
12,,1
46,,4
46,,4
23,,2
35,,3
12,103.0,1
46,103.0,3
46,103.0,3
35,350.0,2
24,,1
1,56.0,4
35,,3
12,350.0,3
1,,4
12,,1
12,56.0,2
24,13.0,3
12,,3
12,103.0,4
12,13.0,1
1,13.0,3
1,13.0,3
46,,3
1,13.0,4
24,350.0,1
12,,3
46,13.0,4
1,200.0,1
35,13.0,3
35,56.0,3
1,,1
23,103.0,1
1,,4
12,200.0,3
35,103.0,4
1,13.0,4
12,,1
46,,3
23,103.0,3
12,,1
46,350.0,2
46,,3
23,200.0,2
24,56.0,2
24,13.0,1
1,13.0,3
24,103.0,3
1,56.0,1
35,56.0,1
12,200.0,1
23,200.0,1
1,103.0,4
46,56.0,4
1,,1
35,13.0,3
35,13.0,3
24,,3
24,13.0,1
24,350.0,1
1,,4
24,13.0,1
23,56.0,1
1,56.0,3
35,103.0,1
35,,3
24,,1
35,,3
35,56.0,2
23,,3
23,,2
35,350.0,2
46,56.0,4
12,13.0,3
35,200.0,3
12,350.0,1
24,13.0,3
35,13.0,3
35,13.0,4
12,13.0,3
12,13.0,4
12,13.0,1
23,13.0,3
35,350.0,2
35,,3
12,103.0,3
1,,4
1,13.0,1
12,103.0,1
12,350.0,2
1,350.0,2
35,13.0,3
1,13.0,3
35,103.0,3
12,,1
46,56.0,4
1,200.0,3
1,103.0,4
12,350.0,4
35,13.0,1
46,56.0,4
46,,4
35,13.0,3
23,56.0,3
12,56.0,1
12,103.0,4
1,13.0,4
24,200.0,1
12,200.0,2
35,,1
23,103.0,2
12,13.0,4
1,13.0,3
1,56.0,1
23,350.0,1
46,,4
46,103.0,3
1,103.0,4
12,,1
1,13.0,4
1,,4
12,56.0,3
46,56.0,4
46,13.0,4
46,56.0,4
1,13.0,2
46,350.0,2
24,350.0,1
1,13.0,3
35,56.0,4
35,,3
23,350.0,1
35,13.0,3
24,,1
35,13.0,4
12,13.0,2
23,200.0,3
35,13.0,4
35,,4
12,56.0,3
23,,2
24,103.0,1
1,,4
23,13.0,1
46,56.0,4
35,350.0,1
24,56.0,2
24,,1
23,350.0,1
1,,1
24,350.0,1
46,,3
46,,4
35,13.0,1
12,,1
24,13.0,1
35,350.0,2
12,,2
35,13.0,3
1,56.0,1
46,,4
35,,3
12,,1
1,200.0,3
1,103.0,4
35,350.0,2
46,13.0,3
1,,4
35,,1
23,13.0,1
35,,1
35,56.0,4
24,200.0,1
46,13.0,3
24,13.0,1
46,56.0,4
12,56.0,3
12,56.0,2
35,56.0,1
35,56.0,2
35,56.0,1
23,,1
12,200.0,1
1,56.0,4
35,103.0,1
35,56.0,1
35,103.0,3
12,13.0,4
24,103.0,1
12,,2
12,,1
1,,2
12,56.0,1
46,,4
46,350.0,4
46,56.0,2
35,56.0,3
35,103.0,3
46,13.0,3
23,,2
1,13.0,1
23,13.0,1
35,13.0,3
35,56.0,3
46,103.0,1
1,350.0,1
46,56.0,4
46,56.0,3
23,200.0,1
12,,4
12,13.0,3
23,,3
46,,3
12,200.0,4
1,56.0,2
12,13.0,1
46,350.0,1
46,103.0,1
1,,4
46,103.0,3
35,,3
46,56.0,2
12,13.0,4
24,56.0,1
1,56.0,1
23,56.0,1
35,103.0,1
35,,2
12,13.0,3
23,200.0,4
1,56.0,3
1,13.0,4
24,,3
1,13.0,4
46,,3
1,350.0,3
1,13.0,4
24,13.0,1
1,13.0,3
1,,4
35,,3
46,350.0,1
1,13.0,4
46,,4
46,,4
12,350.0,3
35,,3
23,,1
23,56.0,2
35,,1
1,,4
1,,3
46,,4
12,,2
35,,3
1,56.0,4
35,350.0,1
1,56.0,1
1,350.0,4
12,13.0,1
1,,4
12,,4
12,103.0,4
46,,1
46,103.0,1
24,56.0,3
23,,1
23,13.0,1
1,,2
12,103.0,2
12,13.0,4
1,350.0,1
1,,1
35,,1
12,13.0,1
35,,4
46,,2
1,,1
23,103.0,1
35,350.0,4
1,13.0,4
35,,3
1,103.0,1
12,103.0,4
12,,1
24,,4
46,13.0,2
12,13.0,1
35,56.0,3
12,,1
1,13.0,3
1,200.0,4
24,200.0,1
12,,2
23,56.0,1
12,13.0,1
46,13.0,3
12,350.0,2
1,13.0,3
23,,1
46,200.0,3
1,13.0,4
23,,1
46,,4
35,103.0,3
46,13.0,4
1,,2
46,13.0,4
35,56.0,4
35,,3
24,,1
23,56.0,1
12,,4
1,103.0,3
24,350.0,1
12,13.0,2
12,56.0,1
35,350.0,1
1,103.0,4
1,,4
1,56.0,4
46,350.0,4
1,13.0,3
46,,4
12,13.0,3
12,56.0,2
1,,1
35,13.0,3
12,13.0,3
35,,3
46,13.0,3
35,103.0,4
46,56.0,4
35,103.0,3
24,13.0,1
12,13.0,1
35,200.0,3
23,,1
12,,2
12,,1
24,56.0,2
35,13.0,3
1,56.0,4
35,,4
35,13.0,3
24,13.0,1
46,13.0,1
23,13.0,4
1,,4
35,,3
46,350.0,3
23,,1
23,13.0,3
46,200.0,4
1,103.0,1
35,200.0,2
1,350.0,1
12,350.0,2
1,56.0,3
12,,3
12,13.0,4
46,,4
35,13.0,3
35,13.0,1
24,,2
46,56.0,4
23,,2
1,,1
46,13.0,3
35,103.0,2
1,13.0,4
24,200.0,3
35,,1
46,350.0,3
23,200.0,1
35,13.0,4
12,,2
1,,1
12,350.0,4
23,56.0,1
23,200.0,1
23,,1
12,56.0,3
46,13.0,3
24,56.0,2
24,13.0,2
46,,1
1,,4
24,103.0,1
12,13.0,1
1,,4
23,,1
12,13.0,3
23,200.0,1
12,,1
1,13.0,3
12,350.0,1
1,13.0,1
1,13.0,4
1,13.0,2
1,200.0,3
35,,1
1,,4
35,,4
1,13.0,4
1,13.0,3
24,56.0,4
12,103.0,1
24,200.0,1
35,,2
12,103.0,1
46,13.0,4
1,350.0,4
35,13.0,3
1,13.0,4
12,56.0,1
1,,4
1,13.0,4
12,13.0,4
46,56.0,4
12,13.0,3
35,56.0,1
12,13.0,4
12,350.0,1
35,,2
35,,1
24,56.0,1
46,13.0,3
46,,3
24,56.0,2
1,350.0,1
24,350.0,1
46,200.0,4
46,,4
35,13.0,3
35,,1
35,200.0,3
46,,4
12,13.0,4
23,200.0,2
35,200.0,2
1,,2
23,350.0,2
35,13.0,3
1,,1
1,350.0,1
1,200.0,4
35,13.0,3
12,13.0,1
12,103.0,4
23,,1
1,13.0,4
12,,1
46,,4
1,,4
1,56.0,2
46,350.0,4
35,56.0,3
1,,4
1,,3
35,13.0,3
35,,1
23,350.0,4
46,103.0,4
46,13.0,4
1,13.0,4
46,,3
23,13.0,3
24,13.0,1
46,,3
46,,1
1,56.0,4
12,350.0,1
23,350.0,1
12,350.0,1
35,13.0,3
35,350.0,4
1,,3
23,,1
1,200.0,4
35,13.0,1
1,56.0,4
1,56.0,4
1,,3
23,,1
23,350.0,2
24,,1
24,13.0,2
1,,3
1,56.0,3
46,,4
46,,4
23,13.0,1
35,350.0,2
1,350.0,4
12,103.0,1
12,200.0,3
46,13.0,4
12,103.0,4
12,103.0,1
1,,4
24,,4
24,103.0,1
12,13.0,3
1,,4
46,13.0,2
24,350.0,2
35,,3
35,350.0,1
1,103.0,4
35,13.0,3
12,,4
12,13.0,4
46,,3
24,,2
46,13.0,3
1,,4
24,13.0,1
35,103.0,4
12,200.0,1
1,,4
12,,3
1,103.0,4
12,,2
24,103.0,1
35,200.0,4
1,200.0,3
23,,2
46,350.0,3
1,,4
46,350.0,4
35,56.0,3
23,56.0,2
46,56.0,4
12,,2
1,13.0,3
35,13.0,3
23,350.0,2
46,13.0,4
12,13.0,1
35,200.0,3
46,200.0,3
46,103.0,3
35,350.0,3
12,200.0,2
46,350.0,3
35,,4
24,13.0,3
1,200.0,4
46,,4
24,,2
46,13.0,3
12,,1
35,,2
23,56.0,1
24,350.0,2
46,13.0,3
12,,3
35,13.0,2
24,,1
12,,4
46,56.0,2
24,103.0,1
12,350.0,1
46,103.0,2
24,,2
23,350.0,2
12,13.0,4
24,350.0,1
24,350.0,1
35,,4
12,350.0,4
1,13.0,4
12,200.0,3
1,,3
1,200.0,1
35,350.0,2
46,,3
1,350.0,2
1,56.0,3
23,200.0,2
24,56.0,1
35,200.0,1
35,350.0,1
24,350.0,2
24,13.0,1
46,350.0,2
46,,4
1,,3
24,103.0,2
46,,4
46,,4
24,,1
46,13.0,4
46,350.0,3
12,103.0,2
24,200.0,1
1,13.0,4
1,,1
46,200.0,4
23,,4
12,200.0,4
12,13.0,3
35,200.0,3
23,56.0,2
12,,4
46,,1
1,,1
46,350.0,3
46,56.0,4
24,56.0,1
1,350.0,1
35,13.0,4
46,200.0,4
46,103.0,2
24,103.0,2
24,13.0,4
12,200.0,3
46,13.0,4
23,,2
46,13.0,4
12,,2
12,103.0,1
1,,1
12,350.0,2
1,350.0,4
1,,3
12,200.0,2
46,13.0,3
12,13.0,4
35,,4
46,13.0,3
23,56.0,1
12,13.0,3
12,56.0,3
12,,3
46,,4
35,103.0,1
12,13.0,3
35,350.0,3
35,103.0,1
24,350.0,1
12,,2
35,103.0,3
23,,1
35,350.0,3
23,,4
46,56.0,4
46,103.0,4
46,350.0,4
35,,1
23,56.0,2
46,350.0,3
46,,4
35,200.0,1
35,,2
1,103.0,4
12,13.0,4
46,13.0,4
1,13.0,4
12,56.0,3
46,56.0,4
1,13.0,1
12,103.0,3
24,56.0,3
12,350.0,1
12,200.0,2
23,103.0,1
23,56.0,1
35,103.0,3
46,13.0,4
35,13.0,1
24,,1
35,13.0,4
12,200.0,2
12,350.0,2
1,200.0,4
35,13.0,4
12,,3
12,103.0,1
46,350.0,1
35,13.0,1
12,56.0,2
46,13.0,4
23,13.0,1
35,13.0,3
35,,3
1,56.0,4
12,13.0,1
12,200.0,1
1,,1
12,,3
23,,2
46,,4
35,,3
1,13.0,1
35,103.0,1
12,350.0,4
35,13.0,3
24,,1
46,,3
12,56.0,1
24,13.0,2
35,,1
35,103.0,3
12,,4
1,,4
46,13.0,4
12,,1
12,,2
23,103.0,1
1,200.0,4
46,13.0,4
12,103.0,3
46,103.0,1
24,,1
46,,4
12,350.0,2
23,56.0,4
24,,2
1,,4
24,13.0,4
46,13.0,4
46,13.0,1
35,56.0,3
35,200.0,4
1,,4
23,13.0,4
35,13.0,4
12,200.0,1
1,,2
24,103.0,1
46,13.0,3
1,350.0,1
35,56.0,4
12,13.0,3
1,200.0,1
46,,4
1,13.0,3
1,103.0,4
12,13.0,1
24,56.0,1
46,103.0,3
46,,3
24,,2
35,103.0,3
46,56.0,3
46,56.0,4
35,56.0,1
46,,4
24,13.0,1
12,13.0,3
46,56.0,4
1,200.0,4
1,200.0,2
23,200.0,1
46,13.0,3
23,350.0,2
46,,4
23,,2
1,13.0,3
35,,1
23,200.0,1
1,13.0,4
24,200.0,1
46,,4
35,,1
23,,4
1,,3
35,13.0,3
46,,4
12,13.0,3
1,103.0,4
1,,4
35,350.0,2
12,,3
46,,4
46,,4
46,13.0,1
35,,3
1,,1
1,56.0,4
24,,1
1,,4
12,56.0,2
35,350.0,1
46,,4
1,103.0,4
1,200.0,2
1,,4
24,13.0,1
46,,4
46,,3
23,,1
1,,4
24,,1
24,56.0,2
24,200.0,4
23,103.0,3
12,,4
24,13.0,1
12,,3
24,,1
1,13.0,3
35,,3
1,200.0,4
35,,4
1,13.0,4
23,103.0,1
35,56.0,4
12,13.0,3
23,350.0,1
1,200.0,2
23,103.0,1
35,13.0,1
12,,3
1,,3
24,200.0,2
24,56.0,1
46,350.0,4
35,200.0,4
12,350.0,3
12,,1
35,13.0,4
46,103.0,3
12,,1
12,56.0,1
46,56.0,2
35,13.0,3
46,350.0,4
35,,3
24,103.0,1
46,200.0,3
35,13.0,4
46,13.0,4
24,103.0,1
46,200.0,2
1,56.0,4
46,103.0,4
1,13.0,1
35,13.0,3
23,,4
46,,3
1,13.0,4
1,200.0,3
46,103.0,4
12,56.0,2
35,13.0,3
46,,4
1,103.0,2
35,13.0,4
1,200.0,3
1,350.0,3
35,13.0,3
46,13.0,4
35,,3
46,13.0,1
12,,3
46,56.0,4
1,,3
24,56.0,3
46,56.0,1
12,350.0,1
23,13.0,1
24,200.0,1
1,,4
46,13.0,4
35,,1
1,13.0,4
46,,4
35,103.0,3
12,13.0,1
35,,4
46,13.0,4
1,13.0,1
35,200.0,4
35,13.0,1
12,13.0,3
1,,1
12,,3
24,350.0,1
24,,1
1,,4
23,200.0,1
12,,2
35,,3
23,,1
12,,3
24,200.0,1
1,200.0,3
12,13.0,3
35,350.0,4
46,200.0,4
46,103.0,3
35,,2
35,,3
1,13.0,4
35,,2
1,56.0,1
23,13.0,2
12,13.0,1
46,,4
23,13.0,2
1,350.0,4
35,103.0,1
24,350.0,1
12,,1
46,103.0,1
35,13.0,2
12,103.0,1
12,,1
24,13.0,1
46,13.0,4
12,13.0,4
46,200.0,4
12,200.0,2
1,13.0,1
12,,1
46,,3
1,,2
46,56.0,4
35,350.0,3
24,56.0,1
24,350.0,1
35,350.0,1
23,350.0,1
12,103.0,1
12,56.0,4
12,103.0,3
1,13.0,3
46,,4
12,350.0,4
46,,4
23,,1
12,13.0,1
35,,4
12,,1
24,103.0,1
35,13.0,4
35,56.0,3
1,350.0,4
35,13.0,3
12,103.0,1
1,,4
1,,4
12,13.0,3
1,13.0,4
12,56.0,2
1,13.0,4
35,,3
23,,4
23,350.0,2
46,13.0,3
46,13.0,3
35,103.0,3
12,56.0,4
46,350.0,2
12,,4
23,56.0,1
24,56.0,1
12,13.0,4
1,56.0,4
46,13.0,4
46,13.0,3
1,103.0,4
12,103.0,4
1,,3
35,13.0,3
1,103.0,4
12,,4
12,350.0,2
23,56.0,3
35,56.0,1
35,,3
46,,4
12,,1
35,,1
23,350.0,2
46,,4
46,350.0,1
1,,4
12,13.0,3
24,350.0,1
46,,4
24,56.0,4
35,103.0,4
23,56.0,1
1,200.0,4
46,103.0,3
35,56.0,3
1,,4
23,103.0,1
46,13.0,4
46,,4
35,13.0,3
46,13.0,1
46,350.0,2
23,56.0,1
12,200.0,2
23,13.0,2
24,200.0,2
46,,4
23,13.0,1
24,350.0,1
24,56.0,3
12,200.0,3
1,56.0,4
35,56.0,3
35,13.0,3
23,,2
46,,4
12,,2
35,,1
46,13.0,4
46,350.0,3
46,,3
46,200.0,3
35,13.0,1
1,13.0,4
1,56.0,3
12,200.0,1
46,,3
35,,3
24,13.0,3
1,350.0,4
24,103.0,1
12,350.0,3
1,13.0,3
46,13.0,3
24,13.0,1
46,,4
46,,2
24,350.0,1
46,13.0,4
23,,3
46,56.0,3
35,200.0,3
23,,2
1,200.0,2
